duke_dna,abmi_id,year,site,site_year,envelope,quadrant,stratum,orig_id,tbas_id,peltigera_epa_likelihood,peltigera_top_blast_id,peltigera_blast_pi,peltigera_blast_query_cover,its_otu,peltigera_final_id,nostoc_top_blast_id,nostoc_blast_pi,nostoc_blast_query_cover,rbclx_otu,nostoc_final_id,notes,batch_48,,,,
P11856,239947,2010,151,151_2010,2542,SW,Log/Stump,Stereocaulon tomentosum,0,0,0,0,0,0,,0,0,0,0,,,77,,,,
P9181,248100,2010,1036,1036_2010,1171B,NE,Log/Stump,Peltigera cf. malacea,Peltigera_malacea_2,0.991434,P1364_peltigera_malacea,100,100,OTU111,Peltigera_malacea_2,0,0,0,0,,0,,,,,
P9831,242164,2010,1037,1037_2010,900,NE,Log/Stump,Peltigera didactyla,0,0,0,0,0,0,,0,0,0,0,,,34,,,,
P10290,242168,2010,1037,1037_2010,735,NE,Upland,Peltigera didactyla,Peltigera_didactyla_3,0.990018,P2109_peltigera_didactyla_3,100,100,OTU105,Peltigera_didactyla_3,0,0,0,0,,,44,,,,
P9832,240659,2010,1037,1037_2010,742,SE,Rock,Peltigera didactyla,0,0,0,0,0,0,,0,0,0,0,,,34,,,,
P8695,251210,2010,1142,1142_2010,22258,NE,Log/Stump,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",HOB020708x66x9x7_peltigera_aphthosa,100,100,OTU48,Peltigera_aphthosa_5,JL23_aphthosa_no_vnf,100,99,otu376,XXXIIIa,0,,,,,
P8697,245174,2010,1142,1142_2010,4243,NE,Tree/Other,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,0,0,0,0,,0,,,,,
P8696,246660,2010,1142,1142_2010,22259,NE,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,0,0,0,0,,0,,,,,
P8700,240669,2010,1142,1142_2010,4683,NE,Upland,Peltigera malacea,Peltigera_malacea_2,0.991434,P1364_peltigera_malacea,100,100,OTU111,Peltigera_malacea_2,NOS,96.489,93,otu326,aff_IV,0,,,,,
P8702,242185,2010,1142,1142_2010,4128,NE,Upland,Peltigera extenuata,Peltigera_extenuata_1,0.99875,P2064_peltigera_extenuata_1,100,100,OTU135,Peltigera_extenuata_1,P12626_Peltigera_extenuata_Chile_Mocho_2_C1_P1,100,98,otu160,XXXIIIb,0,,,,,
P8701,251219,2010,1142,1142_2010,4143,NW,Tree/Other,Peltigera canina,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,P1486_P_ponojensis_USA,99.272,96,otu354,XXX,0,,,,,
P8705,249693,2010,1142,1142_2010,539,NW,Wetland,Peltigera canina,Peltigera_sp_18,"0.091519, 0.090479, 0.088138, 0.088073, 0.087058, 0.086134, 0.079762, 0.064293, 0.062472, 0.037256, 0.036981",HOB13_peltigera_canina_1,99.074,100,OTU269,Peltigera_canina_2,P1839_P_retifoveata_USA,99.883,96,otu146,XXXIIIa,0,,,,,
P8706,1358766,2010,1142,1142_2010,539,NW,Wetland,Peltigera canina,Peltigera_sp_18,"0.091177, 0.089651, 0.087860, 0.087795, 0.086744, 0.085767, 0.079499, 0.064243, 0.062441, 0.037453, 0.037180",P2118_peltigera_canina_1,99.072,100,OTU114,Peltigera_canina_1,P1839_P_retifoveata_USA,99.883,96,otu146,XXXIIIa,0,,,,,
P8694,243716,2010,1142,1142_2010,22257,SE,Upland,Peltigera malacea,Peltigera_malacea_2,0.991434,P1364_peltigera_malacea,100,100,OTU111,Peltigera_malacea_2,0,0,0,0,,0,,,,,
P8699,248169,2010,1142,1142_2010,4687,SE,Upland,Peltigera leucophlebia,0,0,0,0,0,0,,0,0,0,0,,,,,,,
P8703,242201,2010,1142,1142_2010,4142,SE,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,0,0,0,0,,0,,,,,
P8704,248171,2010,1142,1142_2010,3729,SW,Log/Stump,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU3,Peltigera_neckeri,P12647_Leptogium_sp_Panama_Baru_1_C8_P1_NM62,98.343,96,otu38,P12649,0,,,,,
P8698,245198,2010,1142,1142_2010,4235,SW,Tree/Other,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU3,Peltigera_neckeri,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,99.183,99,otu243,XXX,0,,,,,
P10415,251235,2010,1169,1169_2010,4599,NE,Log/Stump,Peltigera malacea,Peltigera_malacea_2,0.991434,P1364_peltigera_malacea,100,100,OTU111,Peltigera_malacea_2,NOS,97.215,96,otu340,,,47,,,,
P10417,240683,2010,1169,1169_2010,2110,NE,Log/Stump,Peltigera rufescens,Peltigera_rufescens_1,"0.709420, 0.231373, 0.012541",P2083_peltigera_rufescens_1,94.896,100,OTU147,Peltigera_rufescens_1,P1839_P_retifoveata_USA,99.648,96,otu377,,check mycobiont blast,47,,,,
P11065,249710,2010,1169,1169_2010,1866,NE,Tree/Other,Leptogium burnetiae,Peltigera_nigripunctata,"0.087832, 0.016340, 0.015234, 0.013426, 0.012353, 0.012348, 0.011968, 0.011390, 0.011377, 0.011297, 0.009755",P783_peltigera_malacea,85.492,36,OTU53,,DQ266037_Leptogium_saturninum2_Finland,99.758,90,otu61,,,60,,,,
P10416,245206,2010,1169,1169_2010,1865,NE,Tree/Other,Peltigera praetextata,Peltigera_praetextata,"0.159079, 0.135513, 0.073580, 0.068333, 0.065682, 0.057859, 0.057643, 0.057082, 0.035427, 0.035394, 0.034860",P0420_peltigera_praetextata,100,98,OTU5,Peltigera_praetextata,P2047_P_andensis_Boliva_2054_friesiorum_Peru,99.777,96,otu242,,,47,,,,
P10419,240688,2010,1169,1169_2010,1166,NE,Upland,Peltigera canina,0,0,0,0,0,0,,P1839_P_retifoveata_USA,99.648,96,otu377,,,47,,,,
P10422,240689,2010,1169,1169_2010,1166B,NE,Upland,Peltigera elisabethae,"Peltigera_neckeri,Peltigera_polydactyloides,Peltigera_collina","0.332230, 0.304253, 0.294200, 0.023259",P1534_peltigera_sp14,85.581,91,OTU149,Peltigera_aff_collina,P12633_Peltigera_truculenta_Chile_Puyehue_3_C1_P1,97.76,100,otu214,,potential new lineage within section Horizontales,47,,,,
P10412,240690,2010,1169,1169_2010,1166A,NE,Upland,Peltigera malacea,Peltigera_malacea_2,0.991434,P1364_peltigera_malacea,100,100,OTU111,Peltigera_malacea_2,NOS,97.215,96,otu340,,,47,,,,
P10409,243727,2010,1169,1169_2010,2117,NW,Log/Stump,Peltigera elisabethae,0,0,0,0,0,0,,0,0,0,0,,,47,,,,
P10424,243728,2010,1169,1169_2010,2117A,NW,Log/Stump,Peltigera praetextata,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,P1839_P_retifoveata_USA,99.648,96,otu377,,,47,,,,
P11064,246680,2010,1169,1169_2010,1405,NW,Tree/Other,Collema furfuraceum,0,0,0,0,0,0,,DQ266037_Leptogium_saturninum2_Finland,99.758,91,otu130,,,60,,,,
P9658,246681,2010,1169,1169_2010,1406,NW,Tree/Other,Leptogium saturninum,0,0,0,0,0,0,,0,0,0,0,,,31,,,,
P10423,248193,2010,1169,1169_2010,918,NW,Tree/Other,Peltigera elisabethae,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU3,Peltigera_neckeri,JL31_extenuata_vnf,99.32,97,otu259,,,47,,,,
P10411,249718,2010,1169,1169_2010,913,NW,Upland,Peltigera elisabethae,"Peltigera_neckeri,Peltigera_polydactyloides","0.329626, 0.328702, 0.328658",P1534_peltigera_sp14,85.075,87,OTU146,Peltigera_neckeri,JL31_extenuata_vnf,99.767,100,otu244,,,47,,,,
P10410,240698,2010,1169,1169_2010,913A,NW,Upland,Peltigera rufescens,Peltigera_rufescens_1,"0.706172, 0.234284, 0.012645",P2083_peltigera_rufescens_1,94.896,100,OTU110,Peltigera_rufescens_1,P1839_P_retifoveata_USA,99.648,96,otu377,,,47,,,,
P11067,249721,2010,1169,1169_2010,904,SE,Rock,Collema tenax,Peltigera_nigripunctata,"0.038191, 0.010568, 0.010532, 0.010196, 0.010182, 0.010182, 0.010168, 0.010157, 0.010155, 0.010152, 0.010023",HOB1_peltigera_kristinssonii,89.937,32,OTU95,,P12532_Nephroma_sp_Malaysia_Kinabalu_1_C3_P1,95.26,99,otu60,,,60,,,,
P11066,245214,2010,1169,1169_2010,905,SE,Rock,Leptogium saturninum,0,0,0,0,0,0,,0,0,0,0,,,60,,,,
P11063,245216,2010,1169,1169_2010,2097,SE,Tree/Other,Nephroma parile,0,0,0,0,0,0,,0,0,0,0,,,60,,,,
P9659,240701,2010,1169,1169_2010,2099,SE,Tree/Other,Leptogium saturninum,0,0,0,0,0,0,,0,0,0,0,,,31,,,,
P11580,249723,2010,1169,1169_2010,901B,SE,Tree/Other,Nephroma parile,0,0,0,0,0,0,,0,0,0,0,,,71,,,,
P11062,240702,2010,1169,1169_2010,2100,SE,Tree/Other,Nephroma resupinatum,Peltigera_granulosa,"0.024498, 0.022522, 0.018189, 0.016452, 0.016142, 0.016072, 0.016061, 0.015681, 0.015049, 0.014957, 0.014816",P4036_peltigera_frippii,88.66,42,OTU218,,0,0,0,0,,"Sequence does not match anything known but closest matches are in lobariace, check specimen",60,,,,
P10414,249724,2010,1169,1169_2010,910,SE,Upland,Peltigera canina,0,0,0,0,0,0,,0,0,0,0,,,47,,,,
P9657,248204,2010,1169,1169_2010,1850,SW,Log/Stump,Leptogium saturninum,0,0,0,0,0,0,,0,0,0,0,,,31,,,,
P10420,245220,2010,1169,1169_2010,1164,SW,Log/Stump,Peltigera elisabethae,"Peltigera_neckeri,Peltigera_polydactyloides","0.329626, 0.328702, 0.328658",P1534_peltigera_sp14,85.075,87,OTU146,Peltigera_neckeri,P1839_P_retifoveata_USA,99.648,96,otu144,,,47,,,,
P10413,251257,2010,1169,1169_2010,1164A,SW,Log/Stump,Peltigera extenuata,Peltigera_extenuata_1,0.99875,P2064_peltigera_extenuata_1,100,100,OTU135,Peltigera_extenuata_1,P1109_P_extenuata_NorthAmerica,100,96,otu341,,,47,,,,
P10421,243745,2010,1169,1169_2010,907,SW,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,P1839_P_retifoveata_USA,99.648,96,otu144,,,47,,,,
P10418,246696,2010,1169,1169_2010,1163,SW,Upland,Peltigera praetextata,Peltigera_ponojensis_monticola_1a,"0.192080, 0.147292, 0.111198, 0.111168, 0.111079, 0.110060, 0.108677, 0.108445",P1486_peltigera_ponojensis_1a,99.818,100,OTU148,Peltigera_ponojensis_1a,P0073_P_monticola_Austria,98.779,96,otu342,,,47,,,,
P6554,242316,2010,1176,1176_2010,4428A,SE,Tree/Other,Peltigera polydactylon,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU3,Peltigera_neckeri,0,0,0,0,,0,,,,,
P9048,240787,2010,1176,1176_2010,4440A,SW,Log/Stump,Peltigera didactyla,"Peltigera_didactyla_1,Peltigera_castanea,Peltigera_didactyla_2,Peltigera_sorediifera,Peltigera_didactyla_3","0.298444, 0.292303, 0.290110, 0.040935, 0.010255, 0.009763, 0.009430",P2200_peltigera_didactyla_1,95.993,99,OTU478,Peltigera_aff_didactyla,P2044_P_aubertii_Chile,99.001,96,otu57,,,,,,,
P8812,246768,2010,1177,1177_2010,4675,NE,Log/Stump,Peltigera elisabethae,Peltigera_elisabethae,"0.819424, 0.146709",P1534_peltigera_sp14,84,89,OTU101,Peltigera_elisabethae,P2010_2011_2033_fibril_424_2007_2008_sp2_1598_austroam_1561_,99.878,96,otu37,V,0,,,,,
P8803,243828,2010,1177,1177_2010,4665A,NE,Upland,Peltigera membranacea,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,P1839_P_retifoveata_USA,99.883,96,otu146,XXXIIIa,0,,,,,
P8807,246772,2010,1177,1177_2010,4665,NE,Upland,Peltigera elisabethae,0,0,0,0,0,0,,0,0,0,0,,,,,,,
P8804,245297,2010,1177,1177_2010,4812,NW,Log/Stump,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU3,Peltigera_neckeri,JL31_extenuata_vnf,99.767,99,otu138,XXXIIIa,0,,,,,
P8808,249821,2010,1177,1177_2010,4495,NW,Log/Stump,Peltigera praetextata,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,P1839_P_retifoveata_USA,99.883,96,otu213,XXXIIIa,0,,,,,
P8813,243830,2010,1177,1177_2010,4495A,NW,Log/Stump,Peltigera didactyla,Peltigera_didactyla_3,0.990018,P2109_peltigera_didactyla_3,100,100,OTU105,Peltigera_didactyla_3,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,99.183,99,otu243,XXX,0,,,,,
P8806,245302,2010,1177,1177_2010,4666,SE,Log/Stump,Peltigera extenuata,"Peltigera_didactyla_1,Peltigera_castanea,Peltigera_didactyla_2,Peltigera_sorediifera,Peltigera_didactyla_3","0.179426, 0.175851, 0.174410, 0.131052, 0.067225, 0.063514, 0.052356, 0.033637, 0.033593, 0.014035, 0.013929",P2140_peltigera_didactyla_1,100,100,OTU181,Peltigera_didactyla_1,0,0,0,0,,0,,,,,
P8805,246777,2010,1177,1177_2010,4488,SW,Log/Stump,Peltigera extenuata,Peltigera_didactyla_3,0.990018,P2109_peltigera_didactyla_3,100,100,OTU105,Peltigera_didactyla_3,P1839_P_retifoveata_USA,99.883,96,otu213,XXXIIIa,0,,,,,
P10227,249833,2010,1201,1201_2010,4211,NE,Log/Stump,Psoroma hypnorum,0,0,0,0,0,0,,0,0,0,0,,,43,,,,
P10515,240806,2010,1201,1201_2010,22280,NE,Log/Stump,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,AJ632030_Nostoc_sp_Finland,96.77,71,otu375,,,49,,,,
P10474,249832,2010,1201,1201_2010,4211,NE,Log/Stump,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,0,0,0,0,,,48,,,,
P10226,240807,2010,1201,1201_2010,4211,NE,Log/Stump,Protopannaria pezizoides,0,0,0,0,0,0,,0,0,0,0,,,43,,,,
P11055,248283,2010,1201,1201_2010,4415,NE,Rock,Psoroma hypnorum,0,0,0,0,0,0,,0,0,0,0,,,60,,,,
P11857,241999,2010,910,910_2010,1737,SE,Upland,Stereocaulon tomentosum,0,0,0,0,0,0,,0,0,0,0,,,77,,,,
P10527,248282,2010,1201,1201_2010,4416,NE,Rock,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,JL23_aphthosa_no_vnf,99.886,96,otu328,,,49,,,,
P11858,240527,2010,941,941_2010,2661,NE,Upland,Stereocaulon tomentosum,0,0,0,0,0,0,,0,0,0,0,,,77,,,,
P11859,785844,2015,576,576_2015,9291,SE,Upland,Stereocaulon,0,0,0,0,0,0,,0,0,0,0,,,77,,,,
P10525,251333,2010,1201,1201_2010,4400,NE,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,0,0,0,0,,,49,,,,
P10526,246788,2010,1201,1201_2010,4401,NE,Upland,Peltigera malacea,Peltigera_malacea_5,"0.270880, 0.263547, 0.222943, 0.059701, 0.053191, 0.050912, 0.048945",P1160_peltigera_malacea,100,100,OTU153,Peltigera_malacea_3,P0747_P_britannica_753_1007_1008_1014_1339_737_1149_malacea,98.397,96,otu401,,,49,,,,
P10513,245319,2010,1201,1201_2010,22278,NW,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.909085, 0.014176, 0.014161, 0.013886",P6083_peltigera_leucophlebia,100,100,OTU16,Peltigera_leucophlebia_2,JL23_aphthosa_no_vnf,99.886,96,otu328,,,49,,,,
P11860,1563672,2018,1320,1320_2018,4963,SE,Upland,Stereocaulon,0,0,0,0,0,0,,0,0,0,0,,,77,,,,
P10516,1455254,2010,1201,1201_2010,22281,NW,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,0.999081,P6065_peltigera_leucophlebia,100,100,OTU66,Peltigera_leucophlebia_1,P1201_P_austroamericana_Mexico,97.658,96,otu294,,,49,,,,
P10530,240825,2010,1201,1201_2010,4225,SE,Log/Stump,Peltigera canina,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,P1839_P_retifoveata_USA,99.648,96,otu405,,,49,,,,
P10514,249850,2010,1201,1201_2010,22279,SE,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,0.999081,P6065_peltigera_leucophlebia,100,100,OTU66,Peltigera_leucophlebia_1,JL23_aphthosa_no_vnf,99.886,96,otu328,,,49,,,,
P10529,242353,2010,1201,1201_2010,4187,SE,Tree/Other,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,OTU3,Peltigera_neckeri,P1839_P_retifoveata_USA,99.648,96,otu405,,,49,,,,
P10532,248299,2010,1201,1201_2010,4411,SE,Upland,Peltigera canina,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,0,0,0,0,,,49,,,,
P10531,248300,2010,1201,1201_2010,4410,SE,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.901389, 0.015349, 0.015334, 0.015046, 0.015029",P6083_peltigera_leucophlebia,99.819,100,OTU168,Peltigera_leucophlebia_2,P1839_P_retifoveata_USA,99.648,96,otu377,,,49,,,,
P10054,240831,2010,1201,1201_2010,4277,SW,Log/Stump,Stereocaulon cf. sasakii,0,0,0,0,0,0,,0,0,0,0,,,39,,,,
P10528,251346,2010,1201,1201_2010,4274,SW,Log/Stump,Peltigera canina,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,OTU4,Peltigera_islandica,P1839_P_retifoveata_USA,99.648,96,otu405,,,49,,,,
P10512,242358,2010,1201,1201_2010,22277,SW,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.901085, 0.015395, 0.015379, 0.015091, 0.015074",P6060_peltigera_leucophlebia,100,100,OTU121,Peltigera_leucophlebia_2,JL23_aphthosa_no_vnf,99.886,96,otu328,,,49,,,,
P8418,251371,2010,1202,1202_2010,1337,SE,Wetland,Peltigera leucophlebia,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,JL23_aphthosa_no_vnf,100,99,otu376,XXXIIIa,0,,,,,
P10545,249906,2010,1203,1203_2010,3576,NE,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,0.999081,P6065_peltigera_leucophlebia,100,100,OTU66,Peltigera_leucophlebia_1,P1110_P_fuscopraetextata_NorthAmerica,99.88,93,otu198,,,49,,,,
P10534,243886,2010,1203,1203_2010,R,NE,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,0.999081,P6065_peltigera_leucophlebia,100,100,OTU66,Peltigera_leucophlebia_1,JL23_aphthosa_no_vnf,99.886,96,otu328,,,49,,,,
P9963,249908,2010,1203,1203_2010,3963,NE,Upland,Peltigera membranacea,0,0,0,0,0,0,,0,0,0,0,,,37,,,,
P11861,1563190,2018,1320,1320_2018,4946,NE,Upland,Stereocaulon,0,0,0,0,0,0,,0,0,0,0,,,77,,,,
P10533,251387,2010,1203,1203_2010,R,NW,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,0.999081,P6065_peltigera_leucophlebia,100,100,OTU66,Peltigera_leucophlebia_1,P1110_P_fuscopraetextata_NorthAmerica,99.88,93,otu198,,,49,,,,
P10546,242393,2010,1203,1203_2010,3960,NW,Upland,Peltigera malacea,Peltigera_malacea_2,0.992208,P783_peltigera_malacea,100,100,OTU46,Peltigera_malacea_2,P12567_Sticta_hypochroa_Chile_Mocho_1_C1_P1,95.829,92,otu313,,,49,,,,
P10549,240877,2010,1203,1203_2010,3528,SE,Tree/Other,Peltigera praetextata,Peltigera_praetextata,"0.158584, 0.135333, 0.073616, 0.068360, 0.065707, 0.057905, 0.057689, 0.057128, 0.035467, 0.035434, 0.034875",P0420_peltigera_praetextata,99.629,100,OTU170,Peltigera_praetextata,P0006_P_neocanina_Iceland,100,91,otu249,,,49,,,,
P10547,249916,2010,1203,1203_2010,3961,SE,Upland,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.311509, 0.310797, 0.310758, 0.032981",P1534_peltigera_sp14,85.047,90,OTU62,Peltigera_neckeri,P1839_P_retifoveata_USA,99.648,96,otu405,,,49,,,,
P10548,243895,2010,1203,1203_2010,3962,SE,Upland,Peltigera praetextata,0,0,0,0,0,0,,P0006_P_neocanina_Iceland,100,91,otu249,,,49,,,,
P6558,242401,2010,1203,1203_2010,3562,SW,Log/Stump,Peltigera neocanina JM,Peltigera_sp_18,"0.088230, 0.087380, 0.087153, 0.087149, 0.086008, 0.084848, 0.078786, 0.064042, 0.062397, 0.038197, 0.037945",P2081_peltigera_canina_2,100,100,OTU59,Peltigera_canina_2,P0420_P_praetextata_Serbia,99.878,96,otu39,V,0,,,,,
P10550,245376,2010,1203,1203_2010,3964,SW,Wetland,Peltigera canina,0,0,0,0,0,0,,0,0,0,0,,,49,,,,
P8743,246842,2010,1207,1207_2010,4583B,NE,Log/Stump,Peltigera,Peltigera_rufescens_1,"0.722674, 0.213711, 0.013297, 0.012757",P2083_peltigera_rufescens_1,95.274,100,OTU289,Peltigera_rufescens_1,JL23_aphthosa_no_vnf,100,99,otu376,XXXIIIa,0,,,,,
P8745,249926,2010,1207,1207_2010,4583A,NE,Log/Stump,Peltigera rufescens,Peltigera_rufescens_1,"0.502843, 0.365416, 0.027455, 0.026803, 0.025815, 0.025204",P2083_peltigera_rufescens_1,99.764,97,OTU14,Peltigera_rufescens_1,JL23_aphthosa_no_vnf,100,99,otu376,XXXIIIa,0,,,,,
P8752,249925,2010,1207,1207_2010,4583,NE,Log/Stump,Peltigera canina,Peltigera_neocanina_1,"0.547955, 0.158213, 0.132967, 0.132476",HOB24_peltigera_neocanina_1,99.655,98,OTU448,Peltigera_neocanina_1,P2010_2011_2033_fibril_424_2007_2008_sp2_1598_austroam_1561_,99.878,96,otu37,,,,,,,
P8802,242410,2010,1207,1207_2010,22271,NE,Log/Stump,Peltigera leucophlebia,0,0,0,0,0,0,,0,0,0,0,,,,,,,
P9661,249927,2010,1207,1207_2010,4617,NE,Tree/Other,Leptogium saturninum,0,0,0,0,0,0,,DQ266037_Leptogium_saturninum2_Finland,99.517,91,otu371,,,31,,,,
P8739,243910,2010,1207,1207_2010,4765,NE,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.907851, 0.014362, 0.014346, 0.014076",P6068_peltigera_leucophlebia,99.819,100,OTU162,Peltigera_leucophlebia_2,P0006_P_neocanina_Iceland,100,91,otu249,,0,,,,,
P8744,243911,2010,1207,1207_2010,4813,NE,Upland,Peltigera praetextata,Peltigera_retifoveata,0.999191,P2100_peltigera_retifoveata,99.445,100,OTU222,Peltigera_retifoveata,JL23_aphthosa_no_vnf,100,99,otu376,XXXIIIa,0,,,,,
P8748,249929,2010,1207,1207_2010,4610,NW,Log/Stump,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",P734_peltigera_aphthosa,100,100,OTU47,Peltigera_aphthosa_5,0,0,0,0,,0,,,,,
P8749,243913,2010,1207,1207_2010,4586,NW,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.396033, 0.342184, 0.201909, 0.025126",P6063_peltigera_leucophlebia,99.819,100,OTU133,Peltigera_leucophlebia_6,0,0,0,0,,0,,,,,
P8742,249933,2010,1207,1207_2010,4755,NW,Tree/Other,Peltigera cf. ponojensis,Peltigera_canina_1,"0.130421, 0.076740, 0.076423, 0.076164, 0.076109, 0.075304, 0.074499, 0.069247, 0.056443, 0.055008, 0.033862",HOB13_peltigera_canina_1,100,100,OTU103,Peltigera_canina_1,P1839_P_retifoveata_USA,99.648,96,otu377,XXXIIIa,0,,,,,
P8738,245380,2010,1207,1207_2010,4770,NW,Upland,Peltigera neopolydactyla,Peltigera_neopolydactyla_1,"0.673014, 0.043004, 0.042637, 0.030833, 0.030833, 0.030606, 0.030180, 0.030056, 0.029919, 0.029859",P309_peltigera_neopolydactyla_1,99.84,100,OTU49,Peltigera_neopolydactyla_1,0,0,0,0,,0,,,,,
P8741,245387,2010,1207,1207_2010,4761,SE,Tree/Other,Peltigera neckeri,"Peltigera_neckeri,Peltigera_polydactyloides","0.329783, 0.328810, 0.328765",P1534_peltigera_sp14,84.944,90,OTU447,Peltigera_neckeri,P1839_P_retifoveata_USA,99.648,96,otu377,XXXIIIa,check mycobiont blast,,,,,
P8740,246856,2010,1207,1207_2010,4773,SE,Upland,Peltigera aphthosa,Peltigera_aphthosa_1,"0.933472, 0.007515, 0.006598, 0.006591",HOB020708x66x9x7_peltigera_aphthosa,100,100,OTU48,Peltigera_aphthosa_5,NOS,99.879,96,otu101,,0,,,,,
P8750,242419,2010,1207,1207_2010,212,SE,Upland,Peltigera neopolydactyla,Peltigera_neopolydactyla_1,"0.673014, 0.043004, 0.042637, 0.030833, 0.030833, 0.030606, 0.030180, 0.030056, 0.029919, 0.029859",P309_peltigera_neopolydactyla_1,99.84,100,OTU49,Peltigera_neopolydactyla_1,P2072_P_neorufescens2_CostaRica,90.603,96,otu54,VIIa,0,,,,,
