alerts,duke_dna,Region_Abb,placeholder,placeholder,placeholder,Current ID even for specimens not in tree,placeholder,placeholder,clade,abmi_id,site,year,collector,region,site_year,ITS,envelope,quadrant,stratum,orig_id,tbas_id,peltigera_epa_likelihood,peltigera_top_blast_id,peltigera_blast_pi,peltigera_blast_query_cover,Source,placeholder,Specimen Current Location,Ownership/Original Location?,World Koppen Climate Index,Lat Long Exact or Notes,Lat_dd,Long_dd,placeholder,Altitude (mASL),Ayla Hab Picture Made,Alya Aspect from Images,Aspect from images,Habitat (from portal download Aug 2023),ABMI_SITE_COPY FOR PHOTO LOOKUP,ABMI_YEAR_COPY FOR PHOTO LOOKUP,DH finalized habitat,"DH finalized habitat with ABMI photos, habsum",moisture regime,"Aquatic influence (in valley/ravine/coulee, along creek, along water body)",Disturbance? Only note if collector noted or visible in Google Earth,Substrate raw with observations (from portal download Aug 2023),"Substrate condensed, updated with RC info from directly beneath thallus to away from thallus (soil includes litter; moss includes dwarf veg like Selaginella; use terr if generic ground given for substrate)",HABITAT TRENDS,Notes/Means,peltigera_final_molecular_id_original,peltigera_final_molecular_id_updated,nostoc_top_blast_id,nostoc_blast_pi,nostoc_blast_query_cover,its_otu,rbclx_otu,nostoc_final_id,batch_48,CP notes,DH NOTES
,P11127,CANADA_AB,,,,,,,,472526,787,2014,ABMI: Dinyar Minocher,Canada: Alberta,787_2014,Carlos,21197,NE,Upland,Peltigera elisabethae,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.188187,-113.51355,,656,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on nutrient rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",787,2014,,poplar,hygric,,none,Upland soils. Collected from one or more of the following:  shaded humus,,,,,,0,0,0,0,0,,61,,
,P11128,CANADA_AB,,,,,,,,640407,787,2014,ABMI: Dinyar Minocher,Canada: Alberta,787_2014,Carlos,21204,SW,Upland,Peltigera canina,Peltigera_canina_1,"0.132123, 0.076301, 0.075767, 0.075711, 0.075676, 0.074880, 0.074031, 0.068876, 0.056281, 0.054864, 0.033965",P2118_peltigera_canina_1,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.188187,-113.51355,,656,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on nutrient rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",787,2014,,poplar,hygric,,none,Upland soils. Collected from one or more of the following:  shaded humus,,,,Peltigera_canina_1,Peltigera_canina_1,P2001_P_canina_Canada,100,96,OTU100,otu20,,61,,
,P11129,CANADA_AB,,,,,,,,478084,787,2014,ABMI: Dinyar Minocher,Canada: Alberta,787_2014,Carlos,22683,NE,Tree/Other,Peltigera elisabethae,"Peltigera_neckeri,Peltigera_polydactyloides","0.329799, 0.328804, 0.328759",P1534_peltigera_sp14,85.075,90,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.188187,-113.51355,,656,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on nutrient rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",787,2014,,poplar,hygric,,none,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers, shrubs",,,,Peltigera_neckeri,Peltigera_neckeri,P1108_P_ponojensis_NorthAmerica,98.949,96,OTU225,otu356,,62,,
,P11130,CANADA_AB,,,,,,,,476261,787,2014,ABMI: Dinyar Minocher,Canada: Alberta,787_2014,Carlos,22190,NW,Tree/Other,Peltigera praetextata,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.188187,-113.51355,,656,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on nutrient rich soils, trees >=10m tall. % 25x15 m plot disturbed: 25% seismic. ",787,2014,,poplar,hygric,,soft linear,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers, shrubs",,,,,,0,0,0,0,0,,62,,
,P11131,CANADA_AB,,,,,,,,471781,787,2014,ABMI: Dinyar Minocher,Canada: Alberta,787_2014,Carlos,20991,SW,Tree/Other,Peltigera canina,Peltigera_canina_1,"0.130421, 0.076740, 0.076423, 0.076164, 0.076109, 0.075304, 0.074499, 0.069247, 0.056443, 0.055008, 0.033862",HOB13_peltigera_canina_1,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.188187,-113.51355,,656,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on nutrient rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",787,2014,,poplar,hygric,,none,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, conifers, shrubs",,,,Peltigera_canina_1,Peltigera_canina_1,P14211_SouthAfrica_rbcLX,98.533,99,OTU103,otu231,,62,,
,P11132,CANADA_AB,,,,,,,,472697,787,2014,ABMI: Dinyar Minocher,Canada: Alberta,787_2014,Carlos,21244,NW,Upland,Peltigera elisabethae,"Peltigera_neckeri,Peltigera_polydactyloides","0.329768, 0.328815, 0.328770",P1534_peltigera_sp14,85.075,90,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.188187,-113.51355,,656,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on nutrient rich soils, trees >=10m tall. % 25x15 m plot disturbed: 25% seismic. ",787,2014,,poplar,hygric,,soft linear,Upland soils. Collected from one or more of the following:  shaded humus,,,,Peltigera_neckeri,Peltigera_neckeri,P1108_P_ponojensis_NorthAmerica,98.949,96,OTU3,otu356,,62,,
,P11133,CANADA_AB,,,,,,,,473336,787,2014,ABMI: Dinyar Minocher,Canada: Alberta,787_2014,Carlos,21389,NW,Log/Stump,Peltigera praetextata,Peltigera_praetextata,"0.159079, 0.135513, 0.073580, 0.068333, 0.065682, 0.057859, 0.057643, 0.057082, 0.035427, 0.035394, 0.034860",P0420_peltigera_praetextata,100,98,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.188187,-113.51355,,656,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on nutrient rich soils, trees >=10m tall. % 25x15 m plot disturbed: 25% seismic. ",787,2014,,poplar,hygric,,soft linear,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_praetextata,Peltigera_praetextata,P2010_2011_2033_fibril_424_2007_2008_sp2_1598_austroam_1561_,99.878,96,OTU5,otu37,,62,,
,P11134,CANADA_AB,,,,,,,,640524,787,2014,ABMI: Dinyar Minocher,Canada: Alberta,787_2014,Carlos,21787,NE,Log/Stump,Peltigera praetextata,Peltigera_praetextata,"0.159079, 0.135513, 0.073580, 0.068333, 0.065682, 0.057859, 0.057643, 0.057082, 0.035427, 0.035394, 0.034860",P0420_peltigera_praetextata,100,98,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,55.188187,-113.51355,,656,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on nutrient rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",787,2014,,poplar,hygric,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_praetextata,Peltigera_praetextata,P2010_2011_2033_fibril_424_2007_2008_sp2_1598_austroam_1561_,99.878,96,OTU5,otu37,,62,,
,P11135,CANADA_AB,,,,,,,,1596025,571,2014,ABMI: Charlie Sikkema,Canada: Alberta,571_2014,Carlos,12164B,NE,Log/Stump,Peltigera praetextata,Peltigera_sp_18,"0.088230, 0.087380, 0.087153, 0.087149, 0.086008, 0.084848, 0.078786, 0.064042, 0.062397, 0.038197, 0.037945",P2081_peltigera_canina_2,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.272148,-111.878265,,562,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",571,2014,,poplar,hygric,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_canina_2,Peltigera_canina_2,P2010_2011_2033_fibril_424_2007_2008_sp2_1598_austroam_1561_,99.878,96,OTU59,otu37,,62,,
,P11136,CANADA_AB,,,,,,,,1596027,571,2014,ABMI: Charlie Sikkema,Canada: Alberta,571_2014,Carlos,12164A,NE,Log/Stump,Peltigera canina,Peltigera_aphthosa_2,"0.004913, 0.004912, 0.004314, 0.004310, 0.004287, 0.004285, 0.004276, 0.004276, 0.004274, 0.004273, 0.004271",0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.272148,-111.878265,,562,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",571,2014,,poplar,hygric,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,,,JL23_aphthosa_no_vnf,100,99,OTU226,otu376,,62,ITS sequence is too short,
,P11137,CANADA_AB,,,,,,,,445992,571,2014,ABMI: Charlie Sikkema,Canada: Alberta,571_2014,Carlos,13873,NW,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.909323, 0.014138, 0.014122, 0.013854",P6068_peltigera_leucophlebia,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.272148,-111.878265,,562,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",571,2014,,poplar,hygric,,none,Upland soils. Collected from one or more of the following:  shaded humus,,,,Peltigera_leucophlebia_2,Peltigera_leucophlebia_2,P1839_P_retifoveata_USA,100,96,OTU67,otu16,,62,,
,P11138,CANADA_AB,,,,,,,,404395,571,2014,ABMI: Charlie Sikkema,Canada: Alberta,571_2014,Carlos,1936,SW,Tree/Other,Peltigera extenuata,Peltigera_extenuata_1,0.99875,P2064_peltigera_extenuata_1,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.272148,-111.878265,,562,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",571,2014,,poplar,hygric,,none,"Trees & vertical structures. Collected from one or more of the following:  broadleaf trees, shrubs",,,,Peltigera_extenuata_1,Peltigera_extenuata_1,P12626_Peltigera_extenuata_Chile_Mocho_2_C1_P1,100,98,OTU135,otu160,,62,,
,P11139,CANADA_AB,,,,,,,,446078,571,2014,ABMI: Charlie Sikkema,Canada: Alberta,571_2014,Carlos,13891,NE,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.907851, 0.014362, 0.014346, 0.014076",P6068_peltigera_leucophlebia,99.819,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.272148,-111.878265,,562,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",571,2014,,poplar,hygric,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_leucophlebia_2,Peltigera_leucophlebia_2,P12604_Peltigera_sp_Chile_Malalca_2_C1_P1,98.142,99,OTU162,otu425,,62,,
,P11140,CANADA_AB,,,,,,,,579783,571,2014,ABMI: Charlie Sikkema,Canada: Alberta,571_2014,Carlos,13881A,NE,Upland,Peltigera canina,Peltigera_sp_21,"0.184298, 0.064654, 0.060540, 0.054593, 0.054572, 0.054002, 0.053494, 0.053359, 0.050837, 0.044244, 0.043647",IC355_peltigera_islandica,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.272148,-111.878265,,562,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",571,2014,,poplar,hygric,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_islandica,Peltigera_islandica,P1839_P_retifoveata_USA,99.648,96,OTU4,otu377,,62,,
,P11141,CANADA_AB,,,,,,,,446172,571,2014,ABMI: Charlie Sikkema,Canada: Alberta,571_2014,Carlos,13917,NW,Upland,Peltigera canina,0,0,0,0,0,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.272148,-111.878265,,562,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",571,2014,,poplar,hygric,,none,Upland soils. Collected from one or more of the following:  shaded humus,,,,,,P0006_P_neocanina_Iceland,100,91,0,otu249,,62,,
,P11142,CANADA_AB,,,,,,,,446040,571,2014,ABMI: Charlie Sikkema,Canada: Alberta,571_2014,Carlos,13887,NE,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.907851, 0.014362, 0.014346, 0.014076",P6068_peltigera_leucophlebia,99.819,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.272148,-111.878265,,562,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",571,2014,,poplar,hygric,,none,"Upland soils. Collected from one or more of the following:  exposed humus, shaded humus",,,,Peltigera_leucophlebia_2,Peltigera_leucophlebia_2,JL23_aphthosa_no_vnf,100,99,OTU162,otu376,,62,,
,P11143,CANADA_AB,,,,ruf1,,,6,427954,571,2014,ABMI: Charlie Sikkema,Canada: Alberta,571_2014,Carlos,8652,SE,Log/Stump,Peltigera rufescens,Peltigera_lepidophora_2,"0.758654, 0.050716, 0.050061, 0.047943, 0.045646",P2083_peltigera_rufescens_1,99.537,97,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.272148,-111.878265,,562,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",571,2014,,poplar,hygric,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_rufescens_1,Peltigera_rufescens_1,JL23_aphthosa_no_vnf,100,99,OTU25,otu376,,62,,
,P11144,CANADA_AB,,,,ruf1,,,6,1596029,571,2014,ABMI: Charlie Sikkema,Canada: Alberta,571_2014,Carlos,12164,NE,Log/Stump,Peltigera rufescens,Peltigera_rufescens_1,"0.715673, 0.223737, 0.012759",P2083_peltigera_rufescens_1,95.274,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.272148,-111.878265,,562,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",571,2014,,poplar,hygric,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_rufescens_1,Peltigera_rufescens_1,JL23_aphthosa_no_vnf,100,99,OTU227,otu376,,62,,
,P11145,CANADA_AB,,,,,,,,439993,571,2014,ABMI: Charlie Sikkema,Canada: Alberta,571_2014,Carlos,12207,NE,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_6,"0.395742, 0.341416, 0.202350, 0.025411",P6063_peltigera_leucophlebia,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.272148,-111.878265,,562,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",571,2014,,poplar,hygric,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_leucophlebia_6,Peltigera_leucophlebia_6,P1839_P_retifoveata_USA,99.648,96,OTU7,otu377,,62,,
,P11146,CANADA_AB,,,,,,,,433262,571,2014,ABMI: Charlie Sikkema,Canada: Alberta,571_2014,Carlos,10232,SE,Upland,Peltigera canina,Peltigera_neocanina_1,"0.550656, 0.160014, 0.131894, 0.131396",P0070_peltigera_neocanina_1,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.272148,-111.878265,,562,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",571,2014,,poplar,hygric,,none,Upland soils. Collected from one or more of the following:  shaded humus,,,,Peltigera_neocanina_1,Peltigera_neocanina_1,P2010_2011_2033_fibril_424_2007_2008_sp2_1598_austroam_1561_,99.878,96,OTU228,otu37,,62,,
,P11147,CANADA_AB,,,,,,,,434705,571,2014,ABMI: Charlie Sikkema,Canada: Alberta,571_2014,Carlos,10632,NW,Log/Stump,Peltigera extenuata,"Peltigera_malacea_2,Peltigera_frippii,Peltigera_aphthosa_5,Peltigera_malacea_5,Peltigera_britannica,Peltigera_malacea_4,Peltigera_aphthosa_4,Peltigera_malacea_1,Peltigera_chionophila,Peltigera_aphthosa_3,Peltigera_malacea_3","0.013854, 0.012250, 0.011740, 0.011730, 0.011588, 0.011555, 0.011547, 0.011537, 0.011534, 0.011515, 0.011495",P0078_peltigera_sp19,91.034,30,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.272148,-111.878265,,562,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",571,2014,,poplar,hygric,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,,,P12626_Peltigera_extenuata_Chile_Mocho_2_C1_P1,100,98,OTU229,otu160,,62,ITS sequence is a contaminant from other fungus,
,P11148,CANADA_AB,,,,,,,,422292,571,2014,ABMI: Charlie Sikkema,Canada: Alberta,571_2014,Carlos,7039,SW,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.909323, 0.014138, 0.014122, 0.013854",P6068_peltigera_leucophlebia,100,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.272148,-111.878265,,562,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",571,2014,,poplar,hygric,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_leucophlebia_2,Peltigera_leucophlebia_2,P2001_P_canina_Canada,100,96,OTU67,otu20,,62,,
,P11149,CANADA_AB,,,,,,,,428103,571,2014,ABMI: Charlie Sikkema,Canada: Alberta,571_2014,Carlos,8692,SE,Log/Stump,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,"0.907851, 0.014362, 0.014346, 0.014076",P6068_peltigera_leucophlebia,99.819,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.272148,-111.878265,,562,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",571,2014,,poplar,hygric,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_leucophlebia_2,Peltigera_leucophlebia_2,P0006_P_neocanina_Iceland,100,91,OTU162,otu249,,62,,
,P11150,CANADA_AB,,,,,,,,444086,571,2014,ABMI: Charlie Sikkema,Canada: Alberta,571_2014,Carlos,13361,SW,Upland,Peltigera leucophlebia,Peltigera_leucophlebia_s_str,0.998942,P6065_peltigera_leucophlebia,99.819,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.272148,-111.878265,,562,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",571,2014,,poplar,hygric,,none,Upland soils. Collected from one or more of the following:  shaded humus,,,,Peltigera_leucophlebia_1,Peltigera_leucophlebia_1,JL23_aphthosa_no_vnf,100,99,OTU230,otu376,,62,,
,P11151,CANADA_AB,,,,,,,,641893,571,2014,ABMI: Charlie Sikkema,Canada: Alberta,571_2014,Carlos,7040,SW,Log/Stump,Peltigera neorufescens TGO,"Peltigera_sp_15,Peltigera_laciniata_2,Peltigera_wulingensis,Peltigera_lepidophora_2,Peltigera_friesiorum,Peltigera_lepidophora_1,Peltigera_granulosa,Peltigera_papuana,Peltigera_rufescentiformis,Peltigera_laciniata_1,Peltigera_soredians","0.342174, 0.168016, 0.162086, 0.100494, 0.063418, 0.024906, 0.024859, 0.018388, 0.018162, 0.018154, 0.006497",P2178_peltigera_papuana,93.967,96,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.272148,-111.878265,,562,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",571,2014,,poplar,hygric,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_aff_neorufescens_nowjonii,Peltigera_jonii,JL23_aphthosa_no_vnf,100,99,OTU231,otu376,,62,,
,P11152,CANADA_AB,,,,,,,,579931,571,2014,ABMI: Charlie Sikkema,Canada: Alberta,571_2014,Carlos,7014,SW,Log/Stump,Peltigera,"Peltigera_didactyla_1,Peltigera_castanea,Peltigera_didactyla_2,Peltigera_sorediifera,Peltigera_didactyla_3","0.237971, 0.230073, 0.229399, 0.055411, 0.055399, 0.053149, 0.053081, 0.027810, 0.016067",P2200_peltigera_didactyla_1,97.018,100,This study,,"on loan to Diane fr RaM, at UofA",PMAE,,,56.272148,-111.878265,,562,,,,"Boreal Natural Region (Central Mixedwood Subregion). Dominant current ecosite (150m radius): Hygric upland poplar forest on moderately nutrient-rich soils, trees >=10m tall. % 25x15 m plot disturbed: none. ",571,2014,,poplar,hygric,,none,"Dead wood. Collected from one or more of the following:  hard logs &/or stumps, soft logs &/or stumps",,,,Peltigera_aff_didactyla,Peltigera_aff_didactyla,P1839_P_retifoveata_USA,99.648,96,OTU232,otu377,,62,,
